,bidopen,max_bid,min_bid,small_sma_8,large_sma_16,rsi,sma_signal,sma_signal_1,entry_price,entry_signal,exit_price,exit_time,status,pl,diff
2022-03-03 02:28:00,1.10987,1.10989,1.10982,1.1096525,1.109479375,69.00339379408447,,,1.10987,SELL,1.10982,2022-03-03 03:20:00,TGP,1.4999999999965041,0 days 00:52:00
2022-03-03 03:13:00,1.10986,1.11003,1.10986,1.11008375,1.110283125,37.04406624004135,,,1.11002,BUY,1.11005,2022-03-03 04:07:00,TGP,0.8999999999992347,0 days 00:54:00
2022-03-03 04:07:00,1.11014,1.11015,1.10998,1.1101075,1.1099275,60.32208283787198,,,1.11005,SELL,1.10982,2022-03-03 04:35:00,TGP,6.899999999998574,0 days 00:28:00
2022-03-03 05:16:00,1.11029,1.11029,1.11017,1.11025,1.1100693750000001,65.7135258656078,,,1.11022,SELL,1.10961,2022-03-03 06:12:00,TGP,18.299999999999983,0 days 00:56:00
2022-03-03 06:12:00,1.10948,1.10966,1.10948,1.1097424999999999,1.10997625,30.015826867203288,,,1.10961,BUY,1.10993,2022-03-03 06:41:00,TGP,9.60000000000294,0 days 00:29:00
2022-03-03 06:41:00,1.11013,1.11015,1.10992,1.1098775,1.109719375,56.95396898520074,,,1.10993,SELL,1.10963,2022-03-03 07:18:00,TGP,9.00000000000567,0 days 00:37:00
2022-03-03 06:58:00,1.11048,1.11048,1.11032,1.11025625,1.1101106250000001,63.78597609223429,,,1.11035,SELL,1.10963,2022-03-03 07:18:00,TGP,21.600000000001618,0 days 00:20:00
2022-03-03 07:18:00,1.10959,1.10964,1.10953,1.1099125,1.11014,30.53578709055091,,,1.10963,BUY,1.10918,2022-03-03 07:46:00,SLPR,-13.499999999995183,0 days 00:28:00
2022-03-03 08:34:00,1.10872,1.10896,1.10869,1.1093375,1.109480625,32.86115975384777,,,1.10884,BUY,1.10839,2022-03-03 08:46:00,SLPR,-13.500000000001844,0 days 00:12:00
2022-03-03 08:52:00,1.1082,1.10864,1.10819,1.10845375,1.1087875,44.22673983160791,,,1.10858,BUY,1.10764,2022-03-03 09:20:00,SLPR,-28.199999999998226,0 days 00:28:00
2022-03-03 09:21:00,1.10765,1.10802,1.10765,1.1082525,1.108306875,37.41754779303436,,,1.10795,BUY,1.10739,2022-03-03 09:29:00,SLPR,-16.799999999996817,0 days 00:08:00
2022-03-03 09:53:00,1.10818,1.10836,1.10808,1.1078375,1.107588125,68.93161145654877,,,1.10818,SELL,1.10842,2022-03-03 10:10:00,SLPR,-7.200000000000539,0 days 00:17:00
2022-03-03 10:17:00,1.1086,1.1086,1.10841,1.1084275,1.10830125,61.54336668310817,,,1.10846,SELL,1.10832,2022-03-03 11:06:00,TGP,4.20000000000087,0 days 00:49:00
2022-03-03 10:42:00,1.10924,1.10925,1.1091,1.10910375,1.108841875,64.58374226267811,,,1.1091,SELL,1.10832,2022-03-03 11:06:00,TGP,23.400000000000087,0 days 00:24:00
2022-03-03 11:19:00,1.10788,1.1081,1.10788,1.10798375,1.108086875,41.22471608628841,,,1.10801,BUY,1.10884,2022-03-03 12:04:00,TG,24.900000000003253,0 days 00:45:00
2022-03-03 12:40:00,1.10864,1.1088,1.10863,1.10894375,1.1090600000000002,37.731995184939755,,,1.10877,BUY,1.10851,2022-03-03 12:53:00,SLPR,-7.799999999997809,0 days 00:13:00
2022-03-03 14:01:00,1.10857,1.10857,1.10804,1.1078225,1.107498125,57.32892422718489,,,1.10804,SELL,1.10879,2022-03-03 14:10:00,SLPR,-22.500000000000853,0 days 00:09:00
2022-03-03 14:50:00,1.10778,1.10806,1.10768,1.10851125,1.1086681250000001,34.86378500814922,,,1.10803,BUY,1.10749,2022-03-03 15:04:00,SLPR,-16.199999999999548,0 days 00:14:00
2022-03-03 15:25:00,1.10647,1.10689,1.10642,1.107105,1.107540625,37.958290797344844,,,1.10689,BUY,0.0,0,0,0.0,0
2022-03-03 17:26:00,1.10355,1.1042,1.10355,1.10405625,1.104583125,41.451957270336756,,,1.10412,BUY,1.10559,2022-03-03 17:36:00,TG,44.10000000000247,0 days 00:10:00
2022-03-03 17:36:00,1.10622,1.10624,1.10537,1.10481,1.1043349999999998,63.48454783212162,,,1.10559,SELL,1.10453,2022-03-03 17:42:00,TG,31.800000000001827,0 days 00:06:00
2022-03-03 18:56:00,1.10654,1.10655,1.10634,1.106345,1.10613125,66.6691096633698,,,1.10649,SELL,1.10588,2022-03-03 19:39:00,TGP,18.299999999999983,0 days 00:43:00
2022-03-03 19:39:00,1.10569,1.10589,1.10569,1.10591625,1.10614125,37.06642186518103,,,1.10588,BUY,1.10637,2022-03-03 21:07:00,TGP,14.700000000003044,0 days 01:28:00
2022-03-03 22:03:00,1.1062,1.10645,1.1062,1.10640125,1.1064800000000001,50.74650843444526,,,1.10645,BUY,1.10656,2022-03-03 23:43:00,TGP,3.300000000001635,0 days 01:40:00
2022-03-03 23:24:00,1.10632,1.10643,1.1063,1.10647875,1.1065075,33.632142678747286,,,1.10637,BUY,1.10656,2022-03-03 23:43:00,TGP,5.699999999997374,0 days 00:19:00
2022-03-03 23:43:00,1.10669,1.1067,1.10656,1.10652875,1.10644625,56.44929451208205,,,1.10656,SELL,1.10628,2022-03-04 00:03:00,TGP,8.40000000000174,0 days 00:20:00
2022-03-04 00:03:00,1.10625,1.10629,1.10625,1.106445,1.106459375,33.325747699359695,,DOWN_CROSSOVER,1.10628,BUY,0.0,0,0,0.0,0
2022-03-04 00:41:00,1.10142,1.10189,1.10138,1.102,1.102461875,33.5123141431028,,,1.10175,BUY,1.10121,2022-03-04 00:54:00,SL,-16.199999999999548,0 days 00:13:00
2022-03-04 01:05:00,1.10245,1.10253,1.10212,1.1017762500000001,1.1015412500000001,60.86483018121711,,,1.10215,SELL,1.10306,2022-03-04 01:49:00,SLPR,-27.29999999999899,0 days 00:44:00
2022-03-04 01:53:00,1.10464,1.10464,1.10387,1.10340125,1.102690625,67.00173039792026,,,1.10393,SELL,1.10448,2022-03-04 01:56:00,SL,-16.499999999994852,0 days 00:03:00
2022-03-04 02:00:00,1.10482,1.10488,1.10432,1.10440625,1.1037975,62.40985298846164,,,1.1044,SELL,1.10334,2022-03-04 02:25:00,TG,31.800000000001827,0 days 00:25:00
2022-03-04 02:54:00,1.10251,1.10299,1.1025,1.10306,1.1033825,35.05725375167739,,,1.10285,BUY,1.10227,2022-03-04 03:21:00,SLPR,-17.400000000000748,0 days 00:27:00
2022-03-04 03:08:00,1.10209,1.10271,1.10209,1.1025212500000001,1.102640625,48.57478387504642,,,1.10269,BUY,1.10287,2022-03-04 03:38:00,TGP,5.40000000000207,0 days 00:30:00
2022-03-04 03:54:00,1.10234,1.10242,1.10214,1.1024812499999999,1.1025843750000002,35.45286218634317,,,1.1024,BUY,1.10306,2022-03-04 04:22:00,TGP,19.799999999996487,0 days 00:28:00
2022-03-04 05:30:00,1.1031,1.10317,1.10302,1.10320625,1.10343375,30.043275426387154,,,1.10313,BUY,0.0,0,0,0.0,0
2022-03-04 05:52:00,1.10242,1.10256,1.10242,1.1024962500000002,1.102691875,35.070608333920035,,,1.1025,BUY,1.1028,2022-03-04 06:26:00,TGP,8.999999999999009,0 days 00:34:00
2022-03-04 06:26:00,1.10309,1.10309,1.10278,1.10287,1.1027375,50.00454630887985,,,1.1028,SELL,1.10193,2022-03-04 06:48:00,TG,26.09999999999779,0 days 00:22:00
2022-03-04 09:04:00,1.10173,1.10175,1.10161,1.1014537500000001,1.101255625,67.52387503934972,,,1.10164,SELL,1.10139,2022-03-04 09:41:00,TGP,7.499999999995843,0 days 00:37:00
2022-03-04 09:39:00,1.10151,1.1016,1.10148,1.10171125,1.10188625,33.9465665914112,,,1.10158,BUY,1.10215,2022-03-04 09:53:00,TGP,17.099999999998783,0 days 00:14:00
2022-03-04 09:53:00,1.10226,1.10229,1.10211,1.1018375,1.101675625,65.29739360779172,,,1.10215,SELL,1.10115,2022-03-04 10:05:00,TG,29.999999999996696,0 days 00:12:00
2022-03-04 09:57:00,1.10235,1.10235,1.10183,1.1021475,1.10186125,50.31084429993503,,,1.10194,SELL,1.10091,2022-03-04 10:12:00,TG,30.89999999999593,0 days 00:15:00
2022-03-04 10:10:00,1.10028,1.10057,1.10004,1.10095375,1.101340625,31.22789034145964,,,1.10056,BUY,1.10163,2022-03-04 10:21:00,TG,32.10000000000379,0 days 00:11:00
2022-03-04 10:37:00,1.10027,1.10047,1.10019,1.1006975,1.1011425000000001,32.75678455054083,,,1.10044,BUY,1.10024,2022-03-04 10:41:00,SLPR,-5.999999999999339,0 days 00:04:00
2022-03-04 11:19:00,1.0985,1.09881,1.09838,1.0988125,1.099405,34.309678948111795,,,1.09867,BUY,0.0,0,0,0.0,0
2022-03-04 12:11:00,1.09681,1.09721,1.09658,1.09742875,1.097575,39.856896990142374,,,1.09718,BUY,0.0,0,0,0.0,0
2022-03-04 12:24:00,1.09651,1.09672,1.09651,1.0967125,1.096850625,31.825812744201627,,,1.09658,BUY,0.0,0,0,0.0,0
2022-03-04 12:42:00,1.09579,1.09595,1.09575,1.0960775,1.09625,36.527671603174966,,,1.09592,BUY,0.0,0,0,0.0,0
2022-03-04 13:43:00,1.09018,1.09078,1.08997,1.09119125,1.092348125,32.998694223184216,,,1.09072,BUY,1.09187,2022-03-04 14:14:00,TG,34.49999999999953,0 days 00:31:00
2022-03-04 13:53:00,1.08912,1.08942,1.08906,1.08975625,1.09032375,30.9605396135714,,,1.08937,BUY,1.0906,2022-03-04 13:57:00,TG,36.90000000000193,0 days 00:04:00
2022-03-04 14:51:00,1.09003,1.09043,1.09001,1.090625,1.0911943750000002,38.87565458337959,,,1.0904,BUY,1.08971,2022-03-04 14:56:00,SLPR,-20.700000000002383,0 days 00:05:00
2022-03-04 15:54:00,1.09231,1.09232,1.09179,1.0909925,1.090735625,67.50257211685064,,,1.09195,SELL,1.09106,2022-03-04 16:34:00,TG,26.700000000001722,0 days 00:40:00
2022-03-04 16:34:00,1.09089,1.09123,1.09088,1.09134125,1.0913893749999999,36.98062743556433,,,1.09106,BUY,1.09211,2022-03-04 17:17:00,TG,31.49999999999986,0 days 00:43:00
2022-03-04 17:17:00,1.09224,1.09227,1.09196,1.09167375,1.0914537500000001,65.72298308623567,,,1.09211,SELL,1.09231,2022-03-04 17:38:00,SLPR,-5.999999999999339,0 days 00:21:00
2022-03-04 18:10:00,1.09309,1.0931,1.09285,1.0927375,1.09255875,61.39094368044459,,,1.09288,SELL,1.09324,2022-03-04 18:55:00,SLPR,-10.799999999997478,0 days 00:45:00
2022-03-04 19:01:00,1.09337,1.09337,1.09284,1.0931899999999999,1.0930674999999999,43.56139387880464,DOWN_CROSSOVER,,1.09288,SELL,1.0934,2022-03-04 19:31:00,SL,-15.599999999995617,0 days 00:30:00
2022-03-04 19:32:00,1.0934,1.09343,1.09331,1.093215,1.0929393749999998,69.36617079220943,,,1.09339,SELL,1.0925,2022-03-04 19:47:00,TG,26.700000000001722,0 days 00:15:00
2022-03-04 19:47:00,1.09235,1.0925,1.09235,1.09271625,1.093003125,34.430677524626134,,,1.0925,BUY,1.09196,2022-03-04 20:49:00,SLPR,-16.199999999999548,0 days 01:02:00
2022-03-04 20:00:00,1.09122,1.0915,1.09122,1.0916000000000001,1.0920174999999999,30.86470994828592,,,1.09134,BUY,1.09216,2022-03-04 20:34:00,TG,24.600000000001288,0 days 00:34:00
2022-03-04 20:29:00,1.09245,1.09248,1.09226,1.0920825,1.091815,67.5850893722255,,,1.09237,SELL,1.09253,2022-03-04 20:41:00,SLPR,-4.799999999998139,0 days 00:12:00
2022-03-04 21:00:00,1.09337,1.0934,1.09305,1.09285875,1.09258875,66.58247735932363,,,1.09315,SELL,1.09273,2022-03-04 21:25:00,TGP,12.60000000000261,0 days 00:25:00
2022-03-04 21:25:00,1.09269,1.09279,1.09269,1.09296875,1.093019375,30.47583936448551,,,1.09273,BUY,1.09348,2022-03-04 21:46:00,TGP,22.500000000000853,0 days 00:21:00
2022-03-04 21:46:00,1.09358,1.09358,1.09347,1.09332625,1.09301375,69.12516404762204,,,1.09348,SELL,1.09381,2022-03-06 19:30:00,SLPR,-9.899999999998244,1 days 21:44:00
2022-03-04 21:50:00,1.09373,1.09375,1.09345,1.09356625,1.0932593750000001,66.86901445745688,,,1.09362,SELL,1.09251,2022-03-04 21:58:00,TG,33.299999999998334,0 days 00:08:00
2022-03-06 20:10:00,1.0929,1.0929,1.0929,1.0931899999999999,1.09341375,33.596359743189,,,1.0929,BUY,1.09275,2022-03-06 20:17:00,SLPR,-4.499999999996174,0 days 00:07:00
2022-03-06 20:48:00,1.09177,1.09177,1.09177,1.09226,1.09252,30.257120589385366,,,1.09177,BUY,1.09249,2022-03-06 21:37:00,TGP,21.600000000001618,0 days 00:49:00
2022-03-06 21:37:00,1.09258,1.09258,1.09249,1.0923775,1.092205625,64.41841331598401,,,1.09249,SELL,1.09283,2022-03-06 22:08:00,SLPR,-10.200000000000209,0 days 00:31:00
2022-03-06 22:50:00,1.09234,1.09244,1.09232,1.0924475,1.092524375,35.73578756602656,,,1.09239,BUY,0.0,0,0,0.0,0
2022-03-06 23:15:00,1.08767,1.08821,1.08756,1.08741125,1.088589375,33.122423868681295,,,1.08789,BUY,1.08712,2022-03-06 23:20:00,SL,-23.099999999998122,0 days 00:05:00
2022-03-06 23:23:00,1.0866,1.08704,1.0863,1.087495,1.087453125,30.316414203373597,,,1.08687,BUY,1.08739,2022-03-06 23:28:00,TG,15.600000000002279,0 days 00:05:00
2022-03-06 23:25:00,1.08634,1.08724,1.08633,1.08715625,1.087314375,42.45419883264958,,,1.08724,BUY,1.08803,2022-03-06 23:32:00,TG,23.700000000002053,0 days 00:07:00
2022-03-06 23:55:00,1.08648,1.08669,1.08648,1.086905,1.08734875,32.29297834713506,,,1.08664,BUY,1.08772,2022-03-07 00:02:00,TG,32.399999999999096,0 days 00:07:00
2022-03-07 00:07:00,1.08829,1.0883,1.08811,1.087925,1.08742,66.82327468473484,,,1.08817,SELL,1.08739,2022-03-07 00:30:00,TG,23.400000000000087,0 days 00:23:00
2022-03-07 00:29:00,1.08711,1.0872,1.08711,1.0873575,1.087745,31.911142773456206,,,1.08717,BUY,1.08683,2022-03-07 00:54:00,SLPR,-10.200000000000209,0 days 00:25:00
2022-03-07 03:32:00,1.08722,1.08739,1.08694,1.0868787500000001,1.08611625,67.33922628868532,,,1.087,SELL,1.08772,2022-03-07 04:57:00,SL,-21.600000000001618,0 days 01:25:00
2022-03-07 05:17:00,1.08825,1.08841,1.08803,1.0876525,1.087585,66.33543145770707,,UP_CROSSOVER,1.08806,SELL,1.0869,2022-03-07 05:36:00,TG,34.800000000001496,0 days 00:19:00
2022-03-07 05:19:00,1.0885,1.0885,1.08817,1.0879375,1.08767,66.71204202908513,,,1.08831,SELL,1.08737,2022-03-07 05:30:00,TG,28.200000000004888,0 days 00:11:00
2022-03-07 05:36:00,1.08668,1.08701,1.08661,1.08721375,1.087543125,34.842015140879184,,,1.0869,BUY,1.08764,2022-03-07 05:56:00,TG,22.199999999998887,0 days 00:20:00
2022-03-07 05:56:00,1.08796,1.08796,1.08754,1.0873525,1.087193125,59.58329973066579,,,1.08764,SELL,1.08835,2022-03-07 06:05:00,SLPR,-21.299999999999653,0 days 00:09:00
2022-03-07 07:20:00,1.08929,1.08951,1.08897,1.0889125,1.0882937499999998,64.254916282848,,,1.08897,SELL,1.08783,2022-03-07 07:30:00,TG,34.199999999997566,0 days 00:10:00
2022-03-07 08:56:00,1.08564,1.08587,1.08552,1.0858575,1.0863906250000002,36.457061852814164,,,1.08587,BUY,1.08686,2022-03-07 09:09:00,TG,29.700000000001392,0 days 00:13:00
2022-03-07 09:46:00,1.08519,1.08553,1.08519,1.08575625,1.086009375,38.112539094441665,,,1.08551,BUY,1.08497,2022-03-07 10:06:00,SL,-16.199999999999548,0 days 00:20:00
2022-03-07 12:30:00,1.08886,1.08886,1.08846,1.08824625,1.0876225,66.56583681045197,,,1.08865,SELL,1.08986,2022-03-07 12:53:00,SLPR,-36.30000000000466,0 days 00:23:00
2022-03-07 13:21:00,1.09079,1.09091,1.09031,1.08945125,1.089319375,63.713699815082414,UP_CROSSOVER,,1.09038,SELL,1.09193,2022-03-07 13:39:00,SLPR,-46.500000000004874,0 days 00:18:00
2022-03-07 13:41:00,1.09164,1.09177,1.09145,1.09091,1.0905431250000002,69.38955083896418,,,1.09152,SELL,1.09044,2022-03-07 13:43:00,TG,32.399999999999096,0 days 00:02:00
2022-03-07 16:18:00,1.08623,1.08665,1.08619,1.08643375,1.086845,42.491607571358884,,,1.08659,BUY,1.08669,2022-03-07 16:48:00,TGP,2.9999999999996696,0 days 00:30:00
2022-03-07 16:34:00,1.08531,1.0855,1.08529,1.08579875,1.085926875,34.479214809700466,,,1.08547,BUY,1.08661,2022-03-07 16:45:00,TG,34.20000000000422,0 days 00:11:00
2022-03-07 16:48:00,1.08693,1.08693,1.08648,1.08635875,1.08584875,63.88213754784858,,,1.08669,SELL,1.0859,2022-03-07 16:58:00,TG,23.69999999999539,0 days 00:10:00
2022-03-07 18:27:00,1.08992,1.08996,1.08949,1.08890125,1.08857125,68.45102662864223,,,1.0895,SELL,1.08858,2022-03-07 18:43:00,TG,27.599999999994296,0 days 00:16:00
2022-03-07 18:29:00,1.08987,1.08993,1.08958,1.08931875,1.0887268749999999,67.47820970359342,,,1.08968,SELL,1.08858,2022-03-07 18:43:00,TG,32.99999999999636,0 days 00:14:00
2022-03-07 22:16:00,1.08514,1.08514,1.08514,1.08506875,1.085100625,50.12315211062854,,,1.08514,BUY,1.08559,2022-03-07 23:09:00,TGP,13.500000000001844,0 days 00:53:00
2022-03-07 22:51:00,1.08527,1.08528,1.08519,1.0851825,1.0851531250000002,55.265550930401105,,,1.0852,SELL,0.0,0,0,0.0,0
2022-03-07 23:09:00,1.08564,1.08564,1.08558,1.08550375,1.08539625,67.89273096908599,,,1.08559,SELL,1.08518,2022-03-07 23:22:00,TGP,12.300000000000644,0 days 00:13:00
2022-03-07 23:22:00,1.08516,1.08527,1.08516,1.0854362499999999,1.0855499999999998,30.352375209892728,,,1.08518,BUY,1.08635,2022-03-08 00:00:00,TG,35.0999999999968,0 days 00:38:00
2022-03-08 00:23:00,1.08689,1.08691,1.0868,1.0867399999999998,1.08653,65.55317070569662,,,1.08682,SELL,1.08536,2022-03-08 00:48:00,TG,43.799999999993844,0 days 00:25:00
2022-03-08 00:43:00,1.08544,1.08565,1.08543,1.08592,1.0860975000000002,31.38413338456573,,,1.08564,BUY,1.08531,2022-03-08 01:06:00,SLPR,-9.899999999998244,0 days 00:23:00
2022-03-08 01:45:00,1.08718,1.08718,1.08704,1.0865,1.0864981249999999,68.26912695654715,,UP_CROSSOVER,1.08712,SELL,0.0,0,0,0.0,0
2022-03-08 03:49:00,1.08679,1.08686,1.08678,1.0869250000000001,1.0871825,31.672125278542538,,,1.08684,BUY,1.0871,2022-03-08 04:30:00,TGP,7.799999999997809,0 days 00:41:00
2022-03-08 04:30:00,1.08716,1.08716,1.08697,1.08696375,1.08688375,66.65197729889641,,,1.0871,SELL,1.08597,2022-03-08 05:12:00,TG,33.8999999999956,0 days 00:42:00
2022-03-08 05:12:00,1.08582,1.086,1.08582,1.08616625,1.0864662500000002,33.95956691677755,,,1.08597,BUY,1.08558,2022-03-08 05:46:00,SLPR,-11.700000000003374,0 days 00:34:00
2022-03-08 05:54:00,1.08648,1.08652,1.08607,1.0859975,1.0859356249999998,54.84629186891751,,,1.08612,SELL,1.08575,2022-03-08 06:19:00,TGP,11.099999999999444,0 days 00:25:00
2022-03-08 06:19:00,1.08561,1.08584,1.08556,1.08591875,1.086119375,37.20444999313871,,,1.08575,BUY,1.08563,2022-03-08 06:29:00,SLPR,-3.599999999996939,0 days 00:10:00
2022-03-08 07:57:00,1.08602,1.08652,1.08602,1.08643125,1.086785625,44.346092051233946,,,1.08645,BUY,1.09137,2022-03-08 08:30:00,TG,147.60000000000107,0 days 00:33:00
2022-03-08 08:17:00,1.0907,1.09082,1.0902,1.09003,1.0883475,67.65262994407584,,,1.0902,SELL,1.08948,2022-03-08 08:54:00,TG,21.600000000001618,0 days 00:37:00
2022-03-08 09:09:00,1.08811,1.08854,1.08811,1.0889375,1.0893156249999998,32.07251341166621,,,1.08829,BUY,1.08751,2022-03-08 09:19:00,SLPR,-23.400000000000087,0 days 00:10:00
2022-03-08 09:25:00,1.08694,1.08736,1.08688,1.08718,1.0877268750000002,37.78566712671434,,,1.08725,BUY,1.08847,2022-03-08 09:34:00,TG,36.599999999999966,0 days 00:09:00
2022-03-08 09:40:00,1.08953,1.08956,1.08885,1.0887900000000001,1.088114375,60.578566944605065,,,1.08888,SELL,1.08813,2022-03-08 10:02:00,TG,22.500000000000853,0 days 00:22:00
2022-03-08 11:20:00,1.09011,1.0903,1.08995,1.08968125,1.08956875,68.03239366595714,,,1.09005,SELL,1.08892,2022-03-08 11:30:00,TG,33.8999999999956,0 days 00:10:00
2022-03-08 11:32:00,1.08866,1.08916,1.0886,1.08915625,1.08948,40.07958809416422,,,1.08896,BUY,1.0912,2022-03-08 12:14:00,TG,67.20000000000059,0 days 00:42:00
2022-03-08 11:45:00,1.08827,1.08845,1.08824,1.0884375,1.088584375,37.32647352773365,,,1.08842,BUY,1.0912,2022-03-08 12:14:00,TG,83.40000000000015,0 days 00:29:00
2022-03-08 12:19:00,1.09174,1.09179,1.09092,1.091435,1.09108875,54.370637042969285,,,1.09109,SELL,1.09018,2022-03-08 12:27:00,TG,27.29999999999899,0 days 00:08:00
2022-03-08 12:52:00,1.08961,1.08981,1.0896,1.08984375,1.090329375,33.717532312570256,,,1.08974,BUY,1.09048,2022-03-08 12:59:00,TG,22.199999999998887,0 days 00:07:00
2022-03-08 13:13:00,1.08861,1.08948,1.08861,1.08929375,1.089720625,39.54843957058834,,,1.08911,BUY,1.09098,2022-03-08 14:00:00,TG,56.100000000001145,0 days 00:47:00
2022-03-08 14:12:00,1.09205,1.09205,1.09159,1.09135375,1.0913431249999999,60.326310029484084,,UP_CROSSOVER,1.09167,SELL,1.09075,2022-03-08 14:18:00,TG,27.599999999994296,0 days 00:06:00
2022-03-08 14:34:00,1.09023,1.09054,1.09019,1.09088125,1.0911593750000002,33.4162818014086,,,1.09042,BUY,1.09013,2022-03-08 15:02:00,SLPR,-8.699999999997043,0 days 00:28:00
2022-03-08 15:57:00,1.0874,1.08765,1.08737,1.0876725,1.088256875,32.71907908491677,,,1.08762,BUY,1.08847,2022-03-08 16:03:00,TG,25.500000000000522,0 days 00:06:00
2022-03-08 16:34:00,1.08782,1.08831,1.08782,1.08804625,1.08837625,47.11920190408865,,,1.08822,BUY,1.08778,2022-03-08 16:39:00,SLPR,-13.199999999999878,0 days 00:05:00
2022-03-08 17:30:00,1.0936,1.09375,1.09291,1.09205375,1.092140625,63.780772419198435,UP_CROSSOVER,DOWN_CROSSOVER,1.09293,SELL,1.09279,2022-03-08 18:29:00,TGP,4.20000000000087,0 days 00:59:00
2022-03-08 17:50:00,1.09531,1.09544,1.09369,1.0939,1.09374125,53.87234001043931,,,1.09392,SELL,1.09464,2022-03-08 17:54:00,SL,-21.600000000001618,0 days 00:04:00
2022-03-08 18:23:00,1.09341,1.09401,1.09341,1.09431125,1.09471375,41.53832170431809,,,1.09396,BUY,1.09345,2022-03-08 18:25:00,SLPR,-15.300000000000313,0 days 00:02:00
2022-03-08 18:41:00,1.09054,1.09089,1.09033,1.0911149999999998,1.0916743749999998,32.46389177455087,UP_CROSSOVER,,1.09086,BUY,1.09173,2022-03-08 18:56:00,TG,26.100000000004453,0 days 00:15:00
2022-03-08 21:43:00,1.08977,1.08994,1.08977,1.0899525,1.090231875,33.85186567898303,,,1.08993,BUY,1.08957,2022-03-08 21:56:00,SLPR,-10.80000000000414,0 days 00:13:00
